Indicator,Unit,Subgroup,Area,Area ID,Time Period,Source,Data Value,Footnotes
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","CAMEROON","27","2001","CMR_INS_ECAM2_2001","77.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","CENTRE (Without YAOUNDE)","39","2001","CMR_INS_ECAM2_2001","71.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","CENTRE (Without YAOUNDE)","39","2005","CMR_INS_EESI1_2005","81.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","CENTRE (Without YAOUNDE)","39","2007","CMR_INS_ECAM3_2007","83","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","DOUALA","36","2001","CMR_INS_ECAM2_2001","74.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","DOUALA","36","2005","CMR_INS_EESI1_2005","79","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","DOUALA","36","2007","CMR_INS_ECAM3_2007","79.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","EAST","29","2001","CMR_INS_ECAM2_2001","77.6","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","EAST","29","2007","CMR_INS_ECAM3_2007","92","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","EAST","29","2005","CMR_INS_EESI1_2005","89.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","FAR NORTH","30","2001","CMR_INS_ECAM2_2001","84.8","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","FAR NORTH","30","2007","CMR_INS_ECAM3_2007","94.4","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","FAR NORTH","30","2005","CMR_INS_EESI1_2005","91","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","LITTORAL (Without DOUALA)","38","2001","CMR_INS_ECAM2_2001","72.1","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","LITTORAL (Without DOUALA)","38","2007","CMR_INS_ECAM3_2007","85.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","LITTORAL (Without DOUALA)","38","2005","CMR_INS_EESI1_2005","82","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","NORTH","31","2005","CMR_INS_EESI1_2005","91.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","NORTH","31","2007","CMR_INS_ECAM3_2007","92.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","NORTH","31","2001","CMR_INS_ECAM2_2001","83.8","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","NORTHWEST","32","2001","CMR_INS_ECAM2_2001","85.1","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","NORTHWEST","32","2007","CMR_INS_ECAM3_2007","84","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","NORTHWEST","32","2005","CMR_INS_EESI1_2005","81.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","WEST","33","2005","CMR_INS_EESI1_2005","82","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","WEST","33","2007","CMR_INS_ECAM3_2007","90.4","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","WEST","33","2001","CMR_INS_ECAM2_2001","74.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","SOUTH","34","2001","CMR_INS_ECAM2_2001","77.2","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","SOUTH","34","2007","CMR_INS_ECAM3_2007","79.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","SOUTH","34","2005","CMR_INS_EESI1_2005","85.8","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","SOUTHWEST","35","2001","CMR_INS_ECAM2_2001","76.1","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","SOUTHWEST","35","2007","CMR_INS_ECAM3_2007","86.9","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","SOUTHWEST","35","2005","CMR_INS_EESI1_2005","78.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","YAOUNDE","37","2001","CMR_INS_ECAM2_2001","69.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","YAOUNDE","37","2007","CMR_INS_ECAM3_2007","78.1","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin","YAOUNDE","37","2005","CMR_INS_EESI1_2005","73.6","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","ADAMAWA","28","2005","CMR_INS_EESI1_2005","95","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","ADAMAWA","28","2007","CMR_INS_ECAM3_2007","95.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","ADAMAWA","28","2001","CMR_INS_ECAM2_2001","86.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","CAMEROON","27","2001","CMR_INS_ECAM2_2001","82","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","CAMEROON","27","2005","CMR_INS_EESI1_2005","88.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","CAMEROON","27","2007","CMR_INS_ECAM3_2007","91.2","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","CENTRE (Without YAOUNDE)","39","2007","CMR_INS_ECAM3_2007","84.1","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","CENTRE (Without YAOUNDE)","39","2005","CMR_INS_EESI1_2005","82.8","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","CENTRE (Without YAOUNDE)","39","2001","CMR_INS_ECAM2_2001","72.2","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","EAST","29","2001","CMR_INS_ECAM2_2001","78.6","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","EAST","29","2005","CMR_INS_EESI1_2005","92.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","EAST","29","2007","CMR_INS_ECAM3_2007","94.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","FAR NORTH","30","2001","CMR_INS_ECAM2_2001","86.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","FAR NORTH","30","2005","CMR_INS_EESI1_2005","93.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","FAR NORTH","30","2007","CMR_INS_ECAM3_2007","96.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","LITTORAL (Without DOUALA)","38","2005","CMR_INS_EESI1_2005","85.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","LITTORAL (Without DOUALA)","38","2001","CMR_INS_ECAM2_2001","73.9","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","LITTORAL (Without DOUALA)","38","2007","CMR_INS_ECAM3_2007","93","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","NORTH","31","2001","CMR_INS_ECAM2_2001","87.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","NORTH","31","2005","CMR_INS_EESI1_2005","94.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","NORTH","31","2007","CMR_INS_ECAM3_2007","95.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","NORTHWEST","32","2001","CMR_INS_ECAM2_2001","89","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","NORTHWEST","32","2005","CMR_INS_EESI1_2005","82.4","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","NORTHWEST","32","2007","CMR_INS_ECAM3_2007","84.8","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","WEST","33","2001","CMR_INS_ECAM2_2001","79.1","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","WEST","33","2005","CMR_INS_EESI1_2005","86.8","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","WEST","33","2007","CMR_INS_ECAM3_2007","92.9","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","SOUTH","34","2007","CMR_INS_ECAM3_2007","80.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","SOUTH","34","2001","CMR_INS_ECAM2_2001","79.1","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","SOUTH","34","2005","CMR_INS_EESI1_2005","87.4","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","SOUTHWEST","35","2001","CMR_INS_ECAM2_2001","78.4","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","SOUTHWEST","35","2005","CMR_INS_EESI1_2005","80.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Rural","SOUTHWEST","35","2007","CMR_INS_ECAM3_2007","91.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","ADAMAWA","28","2001","CMR_INS_ECAM2_2001","71.2","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","ADAMAWA","28","2005","CMR_INS_EESI1_2005","84.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","ADAMAWA","28","2007","CMR_INS_ECAM3_2007","73.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","CAMEROON","27","2001","CMR_INS_ECAM2_2001","71.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","CAMEROON","27","2007","CMR_INS_ECAM3_2007","79.1","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","CAMEROON","27","2005","CMR_INS_EESI1_2005","76.4","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","CENTRE (Without YAOUNDE)","39","2007","CMR_INS_ECAM3_2007","71.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","CENTRE (Without YAOUNDE)","39","2001","CMR_INS_ECAM2_2001","62","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","CENTRE (Without YAOUNDE)","39","2005","CMR_INS_EESI1_2005","67.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","DOUALA","36","2001","CMR_INS_ECAM2_2001","74.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","DOUALA","36","2005","CMR_INS_EESI1_2005","79","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","DOUALA","36","2007","CMR_INS_ECAM3_2007","79.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","EAST","29","2001","CMR_INS_ECAM2_2001","72","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","EAST","29","2005","CMR_INS_EESI1_2005","75.1","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","EAST","29","2007","CMR_INS_ECAM3_2007","78.9","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","FAR NORTH","30","2001","CMR_INS_ECAM2_2001","72","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","FAR NORTH","30","2005","CMR_INS_EESI1_2005","76.9","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","FAR NORTH","30","2007","CMR_INS_ECAM3_2007","82.8","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","LITTORAL (Without DOUALA)","38","2001","CMR_INS_ECAM2_2001","69.9","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","LITTORAL (Without DOUALA)","38","2007","CMR_INS_ECAM3_2007","76.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","LITTORAL (Without DOUALA)","38","2005","CMR_INS_EESI1_2005","75.2","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","NORTH","31","2001","CMR_INS_ECAM2_2001","74.2","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","NORTH","31","2005","CMR_INS_EESI1_2005","80.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","NORTH","31","2007","CMR_INS_ECAM3_2007","83.2","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","NORTHWEST","32","2001","CMR_INS_ECAM2_2001","72.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","NORTHWEST","32","2005","CMR_INS_EESI1_2005","77.6","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","NORTHWEST","32","2007","CMR_INS_ECAM3_2007","81.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","WEST","33","2001","CMR_INS_ECAM2_2001","65","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","WEST","33","2005","CMR_INS_EESI1_2005","73.1","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","WEST","33","2007","CMR_INS_ECAM3_2007","86","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","SOUTH","34","2007","CMR_INS_ECAM3_2007","69.9","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","SOUTH","34","2001","CMR_INS_ECAM2_2001","63.8","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","SOUTH","34","2005","CMR_INS_EESI1_2005","79.6","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","SOUTHWEST","35","2007","CMR_INS_ECAM3_2007","72.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","SOUTHWEST","35","2001","CMR_INS_ECAM2_2001","71.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","SOUTHWEST","35","2005","CMR_INS_EESI1_2005","73.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","YAOUNDE","37","2005","CMR_INS_EESI1_2005","73.6","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","YAOUNDE","37","2001","CMR_INS_ECAM2_2001","69.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Masculin Urbain","YAOUNDE","37","2007","CMR_INS_ECAM3_2007","78.1","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","ADAMAWA","28","2007","CMR_INS_ECAM3_2007","78.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","ADAMAWA","28","2001","CMR_INS_ECAM2_2001","67.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","CAMEROON","27","2001","CMR_INS_ECAM2_2001","69.9","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","CAMEROON","27","2007","CMR_INS_ECAM3_2007","78.6","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","CENTRE (Without YAOUNDE)","39","2007","CMR_INS_ECAM3_2007","82.4","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","CENTRE (Without YAOUNDE)","39","2001","CMR_INS_ECAM2_2001","69.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","DOUALA","36","2007","CMR_INS_ECAM3_2007","71.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","DOUALA","36","2001","CMR_INS_ECAM2_2001","62.8","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","EAST","29","2007","CMR_INS_ECAM3_2007","86","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","EAST","29","2001","CMR_INS_ECAM2_2001","69.8","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","FAR NORTH","30","2007","CMR_INS_ECAM3_2007","78.8","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","FAR NORTH","30","2001","CMR_INS_ECAM2_2001","76.6","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","LITTORAL (Without DOUALA)","38","2007","CMR_INS_ECAM3_2007","83.2","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","LITTORAL (Without DOUALA)","38","2001","CMR_INS_ECAM2_2001","66.4","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","NORTH","31","2001","CMR_INS_ECAM2_2001","77.4","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","NORTH","31","2007","CMR_INS_ECAM3_2007","80.4","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","NORTHWEST","32","2007","CMR_INS_ECAM3_2007","82.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","NORTHWEST","32","2001","CMR_INS_ECAM2_2001","82.4","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","WEST","33","2007","CMR_INS_ECAM3_2007","88.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","WEST","33","2001","CMR_INS_ECAM2_2001","74.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","SOUTH","34","2007","CMR_INS_ECAM3_2007","77.6","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","SOUTH","34","2001","CMR_INS_ECAM2_2001","72.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","SOUTHWEST","35","2001","CMR_INS_ECAM2_2001","68.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","SOUTHWEST","35","2007","CMR_INS_ECAM3_2007","82.6","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","YAOUNDE","37","2007","CMR_INS_ECAM3_2007","69.9","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Non pauvre","YAOUNDE","37","2001","CMR_INS_ECAM2_2001","60","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","ADAMAWA","28","2007","CMR_INS_ECAM3_2007","89.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","ADAMAWA","28","2001","CMR_INS_ECAM2_2001","64.9","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","CAMEROON","27","2001","CMR_INS_ECAM2_2001","75.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","CAMEROON","27","2007","CMR_INS_ECAM3_2007","90.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","CENTRE (Without YAOUNDE)","39","2007","CMR_INS_ECAM3_2007","87.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","CENTRE (Without YAOUNDE)","39","2001","CMR_INS_ECAM2_2001","66.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","DOUALA","36","2007","CMR_INS_ECAM3_2007","68.4","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","DOUALA","36","2001","CMR_INS_ECAM2_2001","64.1","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","EAST","29","2007","CMR_INS_ECAM3_2007","93.9","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","EAST","29","2001","CMR_INS_ECAM2_2001","72.6","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","FAR NORTH","30","2001","CMR_INS_ECAM2_2001","83.1","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","FAR NORTH","30","2007","CMR_INS_ECAM3_2007","95","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","LITTORAL (Without DOUALA)","38","2001","CMR_INS_ECAM2_2001","71.4","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","LITTORAL (Without DOUALA)","38","2007","CMR_INS_ECAM3_2007","85.2","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","NORTH","31","2001","CMR_INS_ECAM2_2001","78.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","NORTH","31","2007","CMR_INS_ECAM3_2007","94.4","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","NORTHWEST","32","2007","CMR_INS_ECAM3_2007","85.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","NORTHWEST","32","2001","CMR_INS_ECAM2_2001","86.8","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","WEST","33","2001","CMR_INS_ECAM2_2001","76","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","WEST","33","2007","CMR_INS_ECAM3_2007","92.4","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","SOUTH","34","2001","CMR_INS_ECAM2_2001","68.8","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","SOUTH","34","2007","CMR_INS_ECAM3_2007","77.9","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","SOUTHWEST","35","2001","CMR_INS_ECAM2_2001","65.6","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","SOUTHWEST","35","2007","CMR_INS_ECAM3_2007","92.4","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","YAOUNDE","37","2007","CMR_INS_ECAM3_2007","75.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Pauvre","YAOUNDE","37","2001","CMR_INS_ECAM2_2001","56.8","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","ADAMAWA","28","2005","CMR_INS_EESI1_2005","81.9","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","ADAMAWA","28","2001","CMR_INS_ECAM2_2001","70.6","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","ADAMAWA","28","2007","CMR_INS_ECAM3_2007","90.9","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","CAMEROON","27","2001","CMR_INS_ECAM2_2001","78.9","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","CAMEROON","27","2007","CMR_INS_ECAM3_2007","90.2","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","CAMEROON","27","2005","CMR_INS_EESI1_2005","86.2","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","CENTRE (Without YAOUNDE)","39","2001","CMR_INS_ECAM2_2001","69.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","CENTRE (Without YAOUNDE)","39","2005","CMR_INS_EESI1_2005","80.6","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","CENTRE (Without YAOUNDE)","39","2007","CMR_INS_ECAM3_2007","85.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","EAST","29","2005","CMR_INS_EESI1_2005","79","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","EAST","29","2001","CMR_INS_ECAM2_2001","72.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","EAST","29","2007","CMR_INS_ECAM3_2007","93.4","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","FAR NORTH","30","2001","CMR_INS_ECAM2_2001","83.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","FAR NORTH","30","2005","CMR_INS_EESI1_2005","91.1","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","FAR NORTH","30","2007","CMR_INS_ECAM3_2007","92.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","LITTORAL (Without DOUALA)","38","2005","CMR_INS_EESI1_2005","87.4","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","LITTORAL (Without DOUALA)","38","2001","CMR_INS_ECAM2_2001","72.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","LITTORAL (Without DOUALA)","38","2007","CMR_INS_ECAM3_2007","91","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","NORTH","31","2001","CMR_INS_ECAM2_2001","84.2","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","NORTH","31","2005","CMR_INS_EESI1_2005","92.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","NORTH","31","2007","CMR_INS_ECAM3_2007","93.8","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","NORTHWEST","32","2005","CMR_INS_EESI1_2005","82.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","NORTHWEST","32","2001","CMR_INS_ECAM2_2001","89.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","NORTHWEST","32","2007","CMR_INS_ECAM3_2007","85.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","WEST","33","2001","CMR_INS_ECAM2_2001","81","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","WEST","33","2005","CMR_INS_EESI1_2005","88.9","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","WEST","33","2007","CMR_INS_ECAM3_2007","94.1","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","SOUTH","34","2001","CMR_INS_ECAM2_2001","73.6","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","SOUTH","34","2005","CMR_INS_EESI1_2005","83","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","SOUTH","34","2007","CMR_INS_ECAM3_2007","78.9","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","SOUTHWEST","35","2001","CMR_INS_ECAM2_2001","70.1","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","SOUTHWEST","35","2005","CMR_INS_EESI1_2005","79.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Rural","SOUTHWEST","35","2007","CMR_INS_ECAM3_2007","90.8","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Total","ADAMAWA","28","2005","CMR_INS_EESI1_2005","77.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Total","ADAMAWA","28","2007","CMR_INS_ECAM3_2007","83.8","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Total","ADAMAWA","28","2001","CMR_INS_ECAM2_2001","66.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Total","CAMEROON","27","2001","CMR_INS_ECAM2_2001","71.9","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Total","CAMEROON","27","2005","CMR_INS_EESI1_2005","79.1","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Total","CAMEROON","27","2007","CMR_INS_ECAM3_2007","82.8","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Total","CENTRE (Without YAOUNDE)","39","2005","CMR_INS_EESI1_2005","79.7","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Total","CENTRE (Without YAOUNDE)","39","2007","CMR_INS_ECAM3_2007","84.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Total","CENTRE (Without YAOUNDE)","39","2001","CMR_INS_ECAM2_2001","68.3","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Total","DOUALA","36","2005","CMR_INS_EESI1_2005","69.2","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Total","DOUALA","36","2007","CMR_INS_ECAM3_2007","71.4","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Total","DOUALA","36","2001","CMR_INS_ECAM2_2001","62.9","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Total","EAST","29","2001","CMR_INS_ECAM2_2001","70.9","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Total","EAST","29","2007","CMR_INS_ECAM3_2007","89.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Total","EAST","29","2005","CMR_INS_EESI1_2005","77.5","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Total","FAR NORTH","30","2001","CMR_INS_ECAM2_2001","79.9","#"
"#Taux d'activité au sens du BIT","#Pour cent","#Total","FAR NORTH","30","2005","CMR_INS_EESI1_2005","87.4","#"
